frame,label,lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,lm21_x,lm21_y,lm21_z,lm22_x,lm22_y,lm22_z,lm23_x,lm23_y,lm23_z,lm24_x,lm24_y,lm24_z,lm25_x,lm25_y,lm25_z,lm26_x,lm26_y,lm26_z,lm27_x,lm27_y,lm27_z,lm28_x,lm28_y,lm28_z,lm29_x,lm29_y,lm29_z,lm30_x,lm30_y,lm30_z,lm31_x,lm31_y,lm31_z,lm32_x,lm32_y,lm32_z
0,squat,0.4581066071987152,0.2616593539714813,-0.09327444434165955,0.4639209806919098,0.24566054344177246,-0.0738409087061882,0.46758130192756653,0.24587130546569824,-0.07380311191082001,0.47008180618286133,0.24590837955474854,-0.07374563068151474,0.4534616768360138,0.24510714411735535,-0.07305510342121124,0.4508110284805298,0.2445339560508728,-0.0730968564748764,0.44800078868865967,0.2440018653869629,-0.0730857402086258,0.47419893741607666,0.25253355503082275,0.025342417880892754,0.4451720416545868,0.24932771921157837,0.030961260199546814,0.4646485447883606,0.27568352222442627,-0.05656272917985916,0.4525584280490875,0.27352309226989746,-0.05518317595124245,0.49760517477989197,0.32796710729599,0.04818563163280487,0.421594500541687,0.32898420095443726,0.05212396755814552,0.5150532126426697,0.4081675112247467,-0.09072285890579224,0.4018465280532837,0.3936448097229004,-0.09039222449064255,0.474364310503006,0.3337258994579315,-0.2416796237230301,0.4461516737937927,0.3301369547843933,-0.23505528271198273,0.4676111042499542,0.3122907280921936,-0.2763215899467468,0.4533924162387848,0.30755889415740967,-0.27028888463974,0.4682422876358032,0.300174742937088,-0.25805822014808655,0.45558348298072815,0.2954111099243164,-0.25111982226371765,0.4679485261440277,0.3120688199996948,-0.23769445717334747,0.4544311761856079,0.30795663595199585,-0.23109930753707886,0.48565685749053955,0.5471166968345642,-0.003585399128496647,0.435248464345932,0.5460336804389954,0.0035314452834427357,0.500900387763977,0.7149535417556763,-0.026318367570638657,0.4145886301994324,0.7120736837387085,-0.014613380655646324,0.5166885852813721,0.8710334300994873,0.09165237098932266,0.4030970633029938,0.8647505044937134,0.09443452209234238,0.5102024078369141,0.8970499038696289,0.09719998389482498,0.4071045219898224,0.8832247257232666,0.09872027486562729,0.5334253311157227,0.923664927482605,-0.015613354742527008,0.3767550587654114,0.9003911018371582,-0.016564970836043358
1,squat,0.4593035876750946,0.26215192675590515,-0.08126145601272583,0.46503689885139465,0.24577277898788452,-0.06150997430086136,0.46827825903892517,0.2457522749900818,-0.06147751957178116,0.4705488979816437,0.2456260621547699,-0.06142602488398552,0.4543754458427429,0.24546679854393005,-0.06147194281220436,0.4514310359954834,0.24501895904541016,-0.06151247397065163,0.448766827583313,0.24450868368148804,-0.061506666243076324,0.47454866766929626,0.25254207849502563,0.037344418466091156,0.44536492228507996,0.2503325045108795,0.039327919483184814,0.4654732942581177,0.2758011519908905,-0.044669557362794876,0.45339107513427734,0.2743408977985382,-0.044339802116155624,0.4980633854866028,0.32679539918899536,0.05746212229132652,0.4222833216190338,0.329001247882843,0.057451967149972916,0.5144964456558228,0.4064156413078308,-0.08259963244199753,0.3996012210845947,0.39444082975387573,-0.0863962173461914,0.4743415117263794,0.3328598737716675,-0.23469580709934235,0.4451206624507904,0.33128446340560913,-0.22704282402992249,0.46689847111701965,0.31121498346328735,-0.26911914348602295,0.45233166217803955,0.3093412518501282,-0.2615622282028198,0.4676452875137329,0.2982829809188843,-0.25007420778274536,0.4547730088233948,0.29713714122772217,-0.24185946583747864,0.46737638115882874,0.3108184337615967,-0.23047256469726562,0.45375365018844604,0.30915868282318115,-0.22275005280971527,0.4863075017929077,0.5459164381027222,-0.003602987853810191,0.4360641837120056,0.5448105335235596,0.003537880489602685,0.5009596347808838,0.715034544467926,-0.02674069255590439,0.41567370295524597,0.7095082998275757,-0.017953071743249893,0.5158345103263855,0.868769645690918,0.08436698466539383,0.4052925407886505,0.864098072052002,0.08364584296941757,0.5095440745353699,0.8907320499420166,0.08961576223373413,0.4076939523220062,0.8838932514190674,0.08751820772886276,0.5318659543991089,0.9230599403381348,-0.01995841972529888,0.3771513104438782,0.9042841792106628,-0.025131460279226303
2,squat,0.4584735333919525,0.26201891899108887,-0.08897414803504944,0.4642696976661682,0.24594366550445557,-0.06884131580591202,0.4677581191062927,0.24596795439720154,-0.06880385428667068,0.4701334238052368,0.24585798382759094,-0.06874626874923706,0.45353955030441284,0.2455378770828247,-0.06908892095088959,0.4507335126399994,0.24500346183776855,-0.06912614405155182,0.4479505717754364,0.2445240616798401,-0.06911424547433853,0.4740371108055115,0.2527472972869873,0.03216956555843353,0.44470927119255066,0.250437468290329,0.03286459296941757,0.4648520052433014,0.2758985459804535,-0.05177474021911621,0.4526464343070984,0.2741718888282776,-0.05179654806852341,0.497842013835907,0.32726502418518066,0.052868008613586426,0.42165613174438477,0.3296629786491394,0.052506186068058014,0.5141840577125549,0.40320444107055664,-0.08888047933578491,0.3995566666126251,0.3929888606071472,-0.09594454616308212,0.47347795963287354,0.33155742287635803,-0.241737961769104,0.44464367628097534,0.3306804299354553,-0.23759394884109497,0.46623995900154114,0.31092900037765503,-0.27652743458747864,0.45184406638145447,0.3093971908092499,-0.27270346879959106,0.46686241030693054,0.2987058162689209,-0.2575823962688446,0.4540340304374695,0.29728272557258606,-0.25256964564323425,0.46654343605041504,0.31074121594429016,-0.2377416342496872,0.4529969394207001,0.3091840445995331,-0.23348872363567352,0.48618894815444946,0.5463408827781677,-0.0017642228631302714,0.4358313977718353,0.5451385974884033,0.0017095902003347874,0.5017845630645752,0.7162072658538818,-0.026465339586138725,0.4159492254257202,0.7100504040718079,-0.019278742372989655,0.5173730850219727,0.8693855404853821,0.09295060485601425,0.40592068433761597,0.86216139793396,0.0895780473947525,0.5113650560379028,0.8904664516448975,0.09878947585821152,0.4081747829914093,0.8824468851089478,0.09384962916374207,0.5332472324371338,0.9107012152671814,-0.012407156638801098,0.3819867968559265,0.8981891870498657,-0.021505415439605713
3,squat,0.45875832438468933,0.26140353083610535,-0.0881367027759552,0.4644307494163513,0.2448333501815796,-0.06815515458583832,0.4678870141506195,0.24486541748046875,-0.06811675429344177,0.47021394968032837,0.24475505948066711,-0.0680617094039917,0.4537888765335083,0.24441879987716675,-0.06809267401695251,0.45097616314888,0.24391409754753113,-0.06813618540763855,0.44828346371650696,0.24337080121040344,-0.0681212767958641,0.4742580056190491,0.2518855631351471,0.03282575681805611,0.4450325667858124,0.24933519959449768,0.03479919210076332,0.465042382478714,0.27529266476631165,-0.05094855651259422,0.4528277814388275,0.2734820544719696,-0.050611913204193115,0.497692346572876,0.32649701833724976,0.0535140261054039,0.4217236042022705,0.32849788665771484,0.05755000561475754,0.5153197646141052,0.40285080671310425,-0.08334994316101074,0.4007197618484497,0.39420127868652344,-0.08491003513336182,0.4743325412273407,0.3314846158027649,-0.23394900560379028,0.44523781538009644,0.32958298921585083,-0.22764495015144348,0.46719688177108765,0.31143853068351746,-0.2683528959751129,0.4528290331363678,0.30868205428123474,-0.26216939091682434,0.4675105810165405,0.29937413334846497,-0.24983182549476624,0.4548432528972626,0.2972300052642822,-0.2427210658788681,0.4672047197818756,0.31067508459091187,-0.22986923158168793,0.4536357820034027,0.3086051642894745,-0.22355809807777405,0.48672425746917725,0.5456737279891968,-0.00454527186229825,0.43661415576934814,0.54477858543396,0.004492639098316431,0.5006818175315857,0.7151416540145874,-0.031737636774778366,0.41530483961105347,0.7094511985778809,-0.017273763194680214,0.5168257355690002,0.8674260377883911,0.09186583012342453,0.4045313596725464,0.8607855439186096,0.09403292834758759,0.5100558996200562,0.889091968536377,0.0981006845831871,0.4059552252292633,0.882025957107544,0.09845387935638428,0.5303905606269836,0.9187707901000977,-0.014229144901037216,0.37029802799224854,0.8976187705993652,-0.017631880939006805
4,squat,0.45826631784439087,0.26216596364974976,-0.10202240943908691,0.46372437477111816,0.24550560116767883,-0.082027368247509,0.46730369329452515,0.24556899070739746,-0.08198831230401993,0.46975070238113403,0.24537864327430725,-0.08192974328994751,0.4533638060092926,0.2449006736278534,-0.08214540034532547,0.4506538212299347,0.24427133798599243,-0.08219034969806671,0.44791293144226074,0.24364715814590454,-0.08217454701662064,0.4737341105937958,0.25189703702926636,0.020403780043125153,0.44496214389801025,0.24930459260940552,0.021534161642193794,0.46446993947029114,0.2755621373653412,-0.06416825950145721,0.45258036255836487,0.27362167835235596,-0.06404753029346466,0.49700772762298584,0.32593488693237305,0.04605066031217575,0.421060174703598,0.3273789584636688,0.04670315608382225,0.5184752345085144,0.40475648641586304,-0.08855552226305008,0.40019163489341736,0.3926246464252472,-0.09456509351730347,0.4759384095668793,0.33286648988723755,-0.2417324185371399,0.44559338688850403,0.3288784325122833,-0.23659256100654602,0.46804967522621155,0.3128594160079956,-0.27727651596069336,0.45443403720855713,0.30868494510650635,-0.27209994196891785,0.4680483639240265,0.3009726107120514,-0.25886043906211853,0.45626023411750793,0.2974260151386261,-0.252718985080719,0.46785810589790344,0.31183165311813354,-0.2378058284521103,0.4545329809188843,0.30841246247291565,-0.23260895907878876,0.4856395721435547,0.5448334217071533,-0.0011383271776139736,0.4360746741294861,0.5448276996612549,0.0010666472371667624,0.5020217895507812,0.7123503088951111,-0.027281953021883965,0.41560930013656616,0.7088608145713806,-0.019841525703668594,0.5171257853507996,0.8703101873397827,0.09209742397069931,0.4063296318054199,0.8593058586120605,0.09227419644594193,0.5111778378486633,0.895301342010498,0.09762310981750488,0.40895357728004456,0.8802763819694519,0.09663981199264526,0.535173237323761,0.9197996854782104,-0.01661108061671257,0.38133397698402405,0.8995873928070068,-0.02087521180510521
5,squat,0.4591728448867798,0.26112860441207886,-0.09489931911230087,0.4642747640609741,0.24387431144714355,-0.07504234462976456,0.4678190350532532,0.2438381314277649,-0.07500886172056198,0.4703240394592285,0.24369031190872192,-0.0749579444527626,0.4539645314216614,0.24393904209136963,-0.0755930095911026,0.4512699842453003,0.24352014064788818,-0.07563765347003937,0.4484627842903137,0.24313628673553467,-0.07562699913978577,0.4737718403339386,0.2503777742385864,0.026307901367545128,0.4454871118068695,0.24864739179611206,0.025611637160182,0.4652796983718872,0.2750338315963745,-0.057311516255140305,0.45338454842567444,0.27324527502059937,-0.05775122717022896,0.4961734414100647,0.3234669268131256,0.05188923329114914,0.42139241099357605,0.32915884256362915,0.045845817774534225,0.5187869071960449,0.4047423005104065,-0.08235440403223038,0.40188875794410706,0.39148327708244324,-0.09691059589385986,0.47621291875839233,0.33057183027267456,-0.23651930689811707,0.4465724527835846,0.32719576358795166,-0.2364722043275833,0.4686730206012726,0.3112472891807556,-0.2716960310935974,0.45530033111572266,0.30701684951782227,-0.2713961899280548,0.46851518750190735,0.29959800839424133,-0.2531791031360626,0.4568087160587311,0.29537880420684814,-0.251802533864975,0.4683644473552704,0.31027185916900635,-0.23258894681930542,0.4550200402736664,0.30645591020584106,-0.23216512799263,0.48567357659339905,0.5442840456962585,-0.0006156138842925429,0.435693621635437,0.5440578460693359,0.000549609656445682,0.5019811391830444,0.7126900553703308,-0.027832455933094025,0.4156002402305603,0.7110558152198792,-0.0206949170678854,0.5168458819389343,0.8668672442436218,0.09286411106586456,0.40600478649139404,0.8601087331771851,0.08515509217977524,0.5111808180809021,0.8901962637901306,0.09895851463079453,0.4107286334037781,0.8799545764923096,0.0892544686794281,0.5296446681022644,0.9156813025474548,-0.009528945200145245,0.38898319005966187,0.9029215574264526,-0.024697955697774887
6,squat,0.45933130383491516,0.2613949775695801,-0.11140726506710052,0.46445173025131226,0.24395927786827087,-0.0916539654135704,0.46806710958480835,0.2438521385192871,-0.09161971509456635,0.4706149399280548,0.24366995692253113,-0.09157031029462814,0.4540775716304779,0.2441312074661255,-0.09192298352718353,0.45135825872421265,0.24366632103919983,-0.09196962416172028,0.4484637677669525,0.2433227300643921,-0.09195282310247421,0.47411954402923584,0.25009313225746155,0.011357809416949749,0.44572389125823975,0.2488483488559723,0.012003227137029171,0.465547651052475,0.2749508321285248,-0.0732480138540268,0.45378661155700684,0.27357473969459534,-0.07327510416507721,0.4967420697212219,0.32318854331970215,0.0394742377102375,0.42231959104537964,0.3294525444507599,0.03669767081737518,0.5191420316696167,0.4032290577888489,-0.09584594517946243,0.4026399254798889,0.39199668169021606,-0.10705253481864929,0.4775699973106384,0.3308449983596802,-0.25311869382858276,0.44638311862945557,0.32756680250167847,-0.2542549669742584,0.46925514936447144,0.3115781545639038,-0.2894171476364136,0.45456746220588684,0.30776238441467285,-0.2906532287597656,0.4690884053707123,0.3012502193450928,-0.2720041275024414,0.4564228355884552,0.29605892300605774,-0.2718483805656433,0.46907278895378113,0.31075382232666016,-0.2497452050447464,0.4550255239009857,0.30690816044807434,-0.2505436837673187,0.4858767092227936,0.5462030172348022,-0.0018937916029244661,0.43621280789375305,0.545035183429718,0.0018439935520291328,0.5021458268165588,0.7119284868240356,-0.027186555787920952,0.4163459837436676,0.7092319130897522,-0.015498888678848743,0.51747727394104,0.8624004125595093,0.11066130548715591,0.4038007855415344,0.8613637685775757,0.10768994688987732,0.5118009448051453,0.8871258497238159,0.11800175905227661,0.40831223130226135,0.8813436031341553,0.11296304315328598,0.5333220958709717,0.9082207679748535,0.005255428142845631,0.3768184185028076,0.8969625234603882,-0.005146936979144812
7,squat,0.45795050263404846,0.2599773705005646,-0.11467067152261734,0.46341273188591003,0.24278780817985535,-0.09486909210681915,0.4670497477054596,0.24300330877304077,-0.09484047442674637,0.4701211750507355,0.24321597814559937,-0.09479258209466934,0.45327508449554443,0.24236533045768738,-0.09488068521022797,0.4504763185977936,0.24202311038970947,-0.09493038803339005,0.44779613614082336,0.24189987778663635,-0.09491586685180664,0.4735761880874634,0.25019240379333496,0.008121570572257042,0.4455619156360626,0.24733099341392517,0.010010464116930962,0.46439477801322937,0.27418196201324463,-0.07654643803834915,0.45257073640823364,0.2717443108558655,-0.07621610909700394,0.49673619866371155,0.32611986994743347,0.03613988682627678,0.42164766788482666,0.3285307288169861,0.035761307924985886,0.5211189985275269,0.40413588285446167,-0.09999585151672363,0.40186643600463867,0.3937271237373352,-0.10810226947069168,0.4796663522720337,0.33264970779418945,-0.2604335844516754,0.4453921616077423,0.3290962874889374,-0.2576206624507904,0.47050267457962036,0.3115313649177551,-0.2972724139690399,0.4536374509334564,0.30955660343170166,-0.29386311769485474,0.4695574939250946,0.3013812303543091,-0.27981632947921753,0.45566070079803467,0.29856806993484497,-0.27576184272766113,0.46961700916290283,0.31064173579216003,-0.25713911652565,0.45425945520401,0.30898889899253845,-0.25418365001678467,0.48697900772094727,0.5477885007858276,-0.0029977886006236076,0.4362446665763855,0.5461924076080322,0.002949289744719863,0.5034167766571045,0.7113790512084961,-0.028359178453683853,0.41603702306747437,0.7088387608528137,-0.014674742706120014,0.5166757702827454,0.8615224361419678,0.10875757783651352,0.40654027462005615,0.8559077978134155,0.10780410468578339,0.5101606845855713,0.8866151571273804,0.11615253239870071,0.4095463156700134,0.8774028420448303,0.11320825666189194,0.5340567827224731,0.9069665670394897,0.0040014516562223434,0.382074236869812,0.8964176774024963,-0.0031067030504345894
8,squat,0.45830270648002625,0.2594638168811798,-0.12741191685199738,0.4637098014354706,0.24207982420921326,-0.10752354562282562,0.4673800468444824,0.24227198958396912,-0.10750271379947662,0.47049322724342346,0.24251854419708252,-0.1074574738740921,0.4535956382751465,0.24168404936790466,-0.10768189281225204,0.45084428787231445,0.24144256114959717,-0.10772830992937088,0.4481608271598816,0.24134203791618347,-0.10771149396896362,0.4739813506603241,0.24979296326637268,-0.0030541587620973587,0.44590651988983154,0.24680739641189575,-0.001621518051251769,0.46485716104507446,0.2741205394268036,-0.08870932459831238,0.4529690444469452,0.27166274189949036,-0.08850514888763428,0.49716970324516296,0.32606741786003113,0.028698718175292015,0.421889990568161,0.3302018940448761,0.025595970451831818,0.5222514867782593,0.4040805697441101,-0.10434750467538834,0.40066298842430115,0.39525294303894043,-0.11536408960819244,0.4797494113445282,0.3324085474014282,-0.2641782760620117,0.4458613991737366,0.32868143916130066,-0.26141008734703064,0.46973827481269836,0.31101134419441223,-0.3005446493625641,0.4540124237537384,0.30953294038772583,-0.29730239510536194,0.46940717101097107,0.3013303279876709,-0.2837184965610504,0.4558351933956146,0.29884880781173706,-0.27927565574645996,0.4694780707359314,0.31031692028045654,-0.26104220747947693,0.45449593663215637,0.30909207463264465,-0.2578263580799103,0.48651033639907837,0.5484048128128052,-0.002805942902341485,0.43550410866737366,0.5467429757118225,0.00276729604229331,0.5037893056869507,0.71018385887146,-0.035570237785577774,0.4128812253475189,0.7074131965637207,-0.02106318064033985,0.5180076360702515,0.8629710674285889,0.10718455165624619,0.4045121967792511,0.8567261099815369,0.10545747727155685,0.5114439129829407,0.8851348161697388,0.11511427909135818,0.4090251624584198,0.8787082433700562,0.1111353412270546,0.5367270708084106,0.9029591679573059,0.001986161572858691,0.37279295921325684,0.8949764966964722,-0.007104713004082441
9,squat,0.4592941105365753,0.2643977403640747,-0.12258684635162354,0.4642513394355774,0.24678188562393188,-0.10343026369810104,0.46793127059936523,0.24678725004196167,-0.10342027246952057,0.470758318901062,0.24677035212516785,-0.10338795930147171,0.4540415406227112,0.24683326482772827,-0.1033259853720665,0.45130684971809387,0.24647170305252075,-0.10337807983160019,0.448528915643692,0.24629852175712585,-0.10337027907371521,0.4742893874645233,0.25401046872138977,-0.0012679584324359894,0.446027010679245,0.2518123388290405,0.0011683841003105044,0.46600431203842163,0.2774910032749176,-0.08453492075204849,0.45371919870376587,0.2760482430458069,-0.08409911394119263,0.4981246590614319,0.330657958984375,0.026644596830010414,0.42224085330963135,0.33415651321411133,0.02712562307715416,0.5218389630317688,0.4069443643093109,-0.1088285818696022,0.4026554822921753,0.39846253395080566,-0.10995035618543625,0.4793080687522888,0.3347601294517517,-0.26635482907295227,0.445166677236557,0.3338621258735657,-0.2564152479171753,0.46926459670066833,0.3129919469356537,-0.3018501102924347,0.45232462882995605,0.3147032558917999,-0.2912865877151489,0.4694298505783081,0.30149388313293457,-0.28477635979652405,0.454431414604187,0.30329257249832153,-0.27445462346076965,0.46965527534484863,0.31255656480789185,-0.2629125416278839,0.453463077545166,0.3139139711856842,-0.2530469298362732,0.4868817925453186,0.5522655844688416,-0.007284833583980799,0.4354260265827179,0.5491827130317688,0.007269186433404684,0.505615234375,0.712250292301178,-0.043235767632722855,0.4117887616157532,0.7060682773590088,-0.02335355617105961,0.5171602368354797,0.8654923439025879,0.0964609682559967,0.40796780586242676,0.8563273549079895,0.10318237543106079,0.5101155042648315,0.8883177042007446,0.10439291596412659,0.4126576781272888,0.8759894967079163,0.10925202071666718,0.5294704437255859,0.9192721843719482,-0.00827798806130886,0.3797512948513031,0.8961340188980103,-0.006096043158322573
